id,title,content,processed_content,rating,sentiment_3_cls,sentiment_2_cls
14157745,Hài lòng,"Giao hàng nhanh, giá tốt",giao hàng nhanh giá tốt,4,positive,positive
14418096,Cực kì hài lòng,"Quá ngon, bổ ,rẻ cho một chiếc máy tính bảng. Màn đẹp, pin trâu (dùng ngày rưỡi vẫn còn 35%). Giao hàng nhanh.",quá ngon bổ rẻ cho một chiếc máy tính bảng màn đẹp pin trâu dùng ngày rưỡi vẫn còn 35 giao hàng nhanh,5,positive,positive
19717058,Hài lòng,Cx đc nhưg hơi khó vs ạ,cũng được nhưng hơi khó với ạ,4,positive,positive
14988477,Rất không hài lòng,"Shop giao nhầm hàng, t30 thành t88
Mình có nhắn thì shop bảo lamd việc với bên Tiki để đổi trả tuy nhiên mình k có video boc hộp nên ko đủ đk, đành dùng vậy. Tiện thể Review sp luôn.
Chuột khá nhậy, cơ mà kêt nối thiếu ổn định lắm luc bị đơ ko di được. Chuột hơi to so với tay mình",cửa hàng giao nhầm hàng t30 thành t88 mình có nhắn thì cửa hàng bảo lamd việc với bên tiki để đổi trả tuy nhiên mình không có video boc hộp nên không đủ đk đành dùng vậy tiện thể review sản phẩm luôn chuột khá nhậy cơ mà kêt nối thiếu ổn định lắm luc bị đơ không di được chuột hơi to so với tay mình,1,negative,negative
2365695,Ngon,"tóm lại giống hình, âm thanh nghe cũng tốt bass đầy đủ mic cũng rất tốt. chất lượng tổng thể thì ổn thôi vì phần nhựa 2 bên tai hơi xước, chỗ con lăn vặn to nhỏ cũng bị xước. tai nghe trần nhưng đc gói khá kĩ, giống hàng 2hand v( may be ) nhưng mà với tầm tiền như thế này thì kh thể đòi hỏi hơn đc còn chuyện bền hay kh thì để trải nghiêm thêm 1 thời gian nữa",tóm lại giống hình âm thanh nghe cũng tốt bass đầy đủ mic cũng rất tốt chất lượng tổng thể thì ổn thôi vì phần nhựa 2 bên tai hơi xước chỗ con lăn vặn to nhỏ cũng bị xước tai nghe trần nhưng được gói khá kĩ giống hàng 2hand v may be nhưng mà với tầm tiền như thế này thì không thể đòi hỏi hơn được còn chuyện bền hay không thì để trải nghiêm thêm 1 thời gian nữa,4,positive,positive
18781272,Cực kì hài lòng,"Bàn phím nhạy, dùng tốt, hoàn thiện bằng nhựa không tốt lắm, cảm giác gõ không ồn, ổn so với tầm giá",bàn phím nhạy dùng tốt hoàn thiện bằng nhựa không tốt lắm cảm giác gõ không ồn ổn so với tầm giá,5,positive,positive
16512908,Cực kì hài lòng,"Giao hàng nhanh chóng, sản phẩm còn nguyên tem niêm phong, chất lượng ổn định",giao hàng nhanh chóng sản phẩm còn nguyên tem niêm phong chất lượng ổn định,5,positive,positive
19802605,Hài lòng,Lần đầu giao sạc ko vào điện. Sau đó shop đã hỗ trợ đổi hàng,lần đầu giao sạc không vào điện sau đó cửa hàng đã hỗ trợ đổi hàng,4,positive,positive
18260404,Bình thường,Định vị ko được chính xác cho lắm,định vị không được chính xác cho lắm,3,neutral,positive
12501988,Rất không hài lòng,"mình đặt 15 cái ,giao đc 1 cái thiếu 14 cái, mà ko trừ tiền hoặc bù cái khác bằng giá, cho đc 9 đầu bấm j145...thiếu shop cũng ko bảo j",mình đặt 15 cái giao được 1 cái thiếu 14 cái mà không trừ tiền hoặc bù cái khác bằng giá cho được 9 đầu bấm j145 thiếu cửa hàng cũng không bảo gì,1,negative,negative
19664324,Cực kì hài lòng,"Bàn phím cưng xỉu, gõ đã, shop phản hồi nhanh. Shop giao nhanh hơn dự kiến làm em zui quá tr hihi",bàn phím cưng xỉu gõ đã cửa hàng phản hồi nhanh cửa hàng giao nhanh hơn dự kiến làm em vui quá tr tích cực,5,positive,positive
17936651,Rất không hài lòng,"Thứ kinh doanh *** KH, rồi cũng bị quả báo; ""mầy cứ treo đầu dê, bán thịt chó đi"", để ảnh bán thì là dây phon nghe nhạc các dòng đt samsung not 10 trở lên, khách mua thì giao cái dây phone có jak cắm tròn, chỉ dùng cho các máy phổ thông. Kiến nghị Tiki cấm shop này bán hàng do không trung thực thông tin cung cấp.",thứ kinh doanh kh rồi cũng bị quả báo mầy cứ treo đầu dê bán thịt chó đi để ảnh bán thì là dây phon nghe nhạc các dòng điện thoại samsung không 10 trở lên khách mua thì giao cái dây phone có jak cắm tròn chỉ dùng cho các máy phổ thông kiến nghị tiki cấm cửa hàng này bán hàng do không trung thực thông tin cung cấp,1,negative,negative
9975148,Cực kì hài lòng,"Đã nhận sản phẩm đủ 30m  cắm mạng dùng được luôn, so với giá tiền quá rẻ, thanhk Tiki và shop, mọi người yên tâm mua nhé...",đã nhận sản phẩm đủ 30m cắm mạng dùng được luôn so với giá tiền quá rẻ thanhk tiki và shop mọi người yên tâm mua nhé,5,positive,positive
10795334,Cực kì hài lòng,Ưng cái bụng,ưng cái bụng,5,positive,positive
3551864,Tiền nào của nấy,"Ban đầu mua về bàn phím xài khá ổn, chơi game tuy không thể bấm nhiều phím cùng lúc được, nhưng cũng không có vấn đề gì.
1 thời gian sau, khoảng 1 tháng không xài đến. Khi dùng lại thì bàn phím xuất hiện lỗi. Đang chơi game nửa chừng thì bàn phím bị disconnect. Vô cùng thất vọng, mình đã quăng bàn phím vào góc nhà, và không xài đến nữa.
Nhưng cũng phải thôi, tiền nào thì của nấy. Hàng cùi, thì chất lượng lẫn hạn dùng của nó cũng cùi.
Mong mọi người xem xét kỹ trước khi mua nhé. Mình chỉ review vì muốn giúp mọi người.
Thân.",ban đầu mua về bàn phím xài khá ổn chơi game tuy không thể bấm nhiều phím cùng lúc được nhưng cũng không có vấn đề gì 1 thời gian sau khoảng 1 tháng không xài đến khi dùng lại thì bàn phím xuất hiện lỗi đang chơi game nửa chừng thì bàn phím bị disconnect vô cùng thất vọng mình đã quăng bàn phím vào góc nhà và không xài đến nữa nhưng cũng phải thôi tiền nào thì của nấy hàng cùi thì chất lượng lẫn hạn dùng của nó cũng cùi mong mọi người xem xét kỹ trước khi mua nhé mình chỉ review vì muốn giúp mọi người thân,2,negative,negative
12329663,Bình thường,"Không thể kết nối bluetooth được, đã nhấn giữ Fn+P nhưng không thấy nháy sáng, mong shop sớm liên lạc để hướng dẫn lại cho rõ hoặc nếu sản phẩm bị lỗi đề nghị đổi lại cho tui.",không thể kết nối bluetooth được đã nhấn giữ fn p nhưng không thấy nháy sáng mong cửa hàng sớm liên lạc để hướng dẫn lại cho rõ hoặc nếu sản phẩm bị lỗi đề nghị đổi lại cho tui,3,neutral,positive
19589533,Cực kì hài lòng,"Quá OK luôn, mua điện thoại trên tiki cứ gọi là yên tâm tuyệt đối, mua mấy lần rồi",quá ok luôn mua điện thoại trên tiki cứ gọi là yên tâm tuyệt đối mua mấy lần rồi,5,positive,positive
18022456,Bình thường,"Sản phẩm second hand, nứt nhựa chỗ đầu cấm",sản phẩm second hand nứt nhựa chỗ đầu cấm,3,neutral,positive
5859766,Rất không hài lòng,bin nhân công quẹo de vô nuoc,bin nhân công quẹo de vô nuoc,1,negative,negative
12465621,Hài lòng,"Khi mình cài đặt xong toàn bộ, nhưng thấy định vị không chuẩn vị trí",khi mình cài đặt xong toàn bộ nhưng thấy định vị không chuẩn vị trí,4,positive,positive
19300433,Rất không hài lòng,Shop lừa à mua rồi không sài được :(((,cửa hàng lừa à mua rồi không xài được,1,negative,negative
14669117,Cực kì hài lòng,"Build vừa tay, đẹp đúng như mô tả. Hàng chính hãng tương thích với G Hub.",build vừa tay đẹp đúng như mô tả hàng chính hãng tương thích với g hub,5,positive,positive
2322497,Shop bán hàng fake,"Những tai nghe của byz trước đây của mình là cái nằm dưới (có nhãn, logo và không có slogan) còn của shop là cái nằm trên (logo fake và slogan sai + chất lượng mực nhãn tệ)",những tai nghe của byz trước đây của mình là cái nằm dưới có nhãn logo và không có slogan còn của cửa hàng là cái nằm trên logo giả mạo và slogan sai chất lượng mực nhãn tệ,1,negative,negative
18083914,Hài lòng,"Bàn phím đẹp, bấm êm, hoàn thiện tốt, chắc chắn.
Buổi tối không nhìn thấy chữ trên phím",bàn phím đẹp bấm êm hoàn thiện tốt chắc chắn buổi tối không nhìn thấy chữ trên phím,4,positive,positive
2917168,Cực kì hài lòng,wow bàn phím rất ngon mình dùng cảm thấy hài lòng  về sản phẩm lắm mk sẽ luôn ủng hộ shop,wow bàn phím rất ngon mình dùng cảm thấy hài lòng về sản phẩm lắm mình sẽ luôn ủng hộ cửa hàng,5,positive,positive
15544432,Cực kì hài lòng,Giao hàng nhanh đóng gói cẩn thận,giao hàng nhanh đóng gói cẩn thận,5,positive,positive
17751224,Cực kì hài lòng,Hài lòng với sản phẩm này,hài lòng với sản phẩm này,5,positive,positive
6390857,Cực kì hài lòng,"Hàng đúng như mẫu chào bán. shop đóng gói cẩn thận, an toàn, nhân viên giao hàng nhanh, thân thiện. Đã kiểm tra và dùng thử, chất lượng hiện tại rất tốt, mong shop phát huy chúng tôi sẽ luôn ủng hộ.",hàng đúng như mẫu chào bán cửa hàng đóng gói cẩn thận an toàn nhân viên giao hàng nhanh thân thiện đã kiểm tra và dùng thử chất lượng hiện tại rất tốt mong cửa hàng phát huy chúng tôi sẽ luôn ủng hộ,5,positive,positive
13852481,Cực kì hài lòng,"Tiki giao nhanh, bàn phím đẹp. Gõ êm",tiki giao nhanh bàn phím đẹp gõ êm,5,positive,positive
12657928,Cực kì hài lòng,"hàng đẹp lắm, chất lượng cũng ok, nghe gọi rõ, bé nhà mình rất thích, sẽ ủng hộ shop tiếp nha 🤩🍓🍓🍓🐷🤩😍🐷🍓🍓🐷🤩😍😍🐷🐷🍓🍓🤩😍😍",hàng đẹp lắm chất lượng cũng ok nghe gọi rõ bé nhà mình rất thích sẽ ủng hộ cửa hàng tiếp nha star struck strawberry strawberry strawberry pig_face star struck smiling_face_with_heart eyes pig_face strawberry strawberry pig_face star struck smiling_face_with_heart eyes smiling_face_with_heart eyes pig_face pig_face strawberry strawberry star struck smiling_face_with_heart eyes smiling_face_with_heart eyes,5,positive,positive
4555039,Cực kì hài lòng,"Giao hàng nhanh, đồng hồ đẹp đúng như mô tả, dễ sử dụng, cài đặt nhanh, cháu nhà mình rất thích, cảm ơn tiki nhiều nhé, mình luôn ủng hộ tiki vì chất lượng sp và cách phục vụ, chúc Shop làm ăn phát đạt",giao hàng nhanh đồng hồ đẹp đúng như mô tả dễ sử dụng cài đặt nhanh cháu nhà mình rất thích cảm ơn tiki nhiều nhé mình luôn ủng hộ tiki vì chất lượng sản phẩm và cách phục vụ chúc cửa hàng làm ăn phát đạt,5,positive,positive
14941305,Cực kì hài lòng,sản phẩm tốt y như hình mua về rồi bỏ vào sọt rác...,sản phẩm tốt y như hình mua về rồi bỏ vào sọt rác,5,positive,positive
6792865,Bình thường,"Giao không đúng mẫu sp và shop có để lại lời nhắn do hàng ko về kịp nên shop gửi cái khác. M để 3 sao vì không đúng sp m mua, mẫu khá to so với tay bé nhà m, n vẫn là màu xanh nên m ko gọi đổi hàng nữa, mới sac pin nên cũng chưa có nx về máy, sẽ gửi nx or gọi cho ss nếu coa vđề. Tks tiki",giao không đúng mẫu sản phẩm và cửa hàng có để lại lời nhắn do hàng không về kịp nên cửa hàng gửi cái khác mình để 3 sao vì không đúng sản phẩm mình mua mẫu khá to so với tay bé nhà m n vẫn là màu xanh nên mình không gọi đổi hàng nữa mới sac pin nên cũng chưa có nx về máy sẽ gửi nx or gọi cho ss nếu coa vđề thanks tiki,3,neutral,positive
3754457,Cực kì hài lòng,sử dụng được 2 tháng chất lượng cực tốt âm thanh nghe ko có cảm giác rẻ tiền. về vẻ bề ngoài thì sản phẩm hoàn thiện rất tốt,sử dụng được 2 tháng chất lượng cực tốt âm thanh nghe không có cảm giác rẻ tiền về vẻ bề ngoài thì sản phẩm hoàn thiện rất tốt,5,positive,positive
19170512,Cực kì hài lòng,"Đã xài, tại nghe êm ổn trong tầm giá",đã xài tại nghe êm ổn trong tầm giá,5,positive,positive
18040588,Cực kì hài lòng,"đẹp, chắc tay, phù hợp vs nhu cầu cá nhân.
hàng nhận được đúng như kỳ vọng",đẹp chắc tay phù hợp với nhu cầu cá nhân hàng nhận được đúng như kỳ vọng,5,positive,positive
2067811,Cực kì hài lòng,nghe khá là ấm mic ok ngon giao hàng nhanh  ok shop uy tín like  .....................................................................,nghe khá là ấm mic ok ngon giao hàng nhanh ok cửa hàng uy tín like,5,positive,positive
17943554,Cực kì hài lòng,"Cảm giác gõ êm, tốt trong phân khúc giá",cảm giác gõ êm tốt trong phân khúc giá,5,positive,positive
19750708,Cực kì hài lòng,"Sản phẩm đúng với mô tả, còn nguyên seal, chạy rất mượt. Thời gian giao hàng nhanh và được đóng gói cẩn thận.",sản phẩm đúng với mô tả còn nguyên seal chạy rất mượt thời gian giao hàng nhanh và được đóng gói cẩn thận,5,positive,positive
18693142,Cực kì hài lòng,"Hàng đẹp, độ bền thì để xem thời gian tới thế nào, bé rất thích!",hàng đẹp độ bền thì để xem thời gian tới thế nào bé rất thích,5,positive,positive
5687084,Tốt,Dây Cáp Mạng Orico PUG-C6-30 CAT6 3m đúng theo mô tả sản phẩm. Đã thực hiện bài test trên máy test cáp.,dây cáp mạng orico pug c6 30 cat6 3m đúng theo mô tả sản phẩm đã thực hiện bài test trên máy test cáp,5,positive,positive
11290880,Hài lòng,"Đáng lẽ cho 5 sao, nhưng hộp bị móp, nên chỉ cho 4 sao thôi, chuột ok, hoàn thiện tốt, cầm đã tay đối với người tay to như mình, cảm giác k thích con lăn vô cực này lắm, như cái bánh xe lăn k biết điểm dừng rất khó lấy vũ khí",đáng lẽ cho 5 sao nhưng hộp bị móp nên chỉ cho 4 sao thôi chuột ok hoàn thiện tốt cầm đã tay đối với người tay to như mình cảm giác không thích con lăn vô cực này lắm như cái bánh xe lăn không biết điểm dừng rất khó lấy vũ khí,4,positive,positive
16928529,Rất không hài lòng,Có pin bán ko sao pin chua duoc 30 phut mà đã het pin đúng là đồ rẻ tien,có pin bán không sao pin chua duoc 30 phut mà đã het pin đúng là đồ rẻ tien,1,negative,negative
8262370,Rất không hài lòng,"mình mua hàng mới mà sao tiki gởi hàng đã qua sử dụng?  tem bảo hành bị vỡ, tem barcode bị mất hết một nửa hộp giấy thì bị rách cả bên trong lẫn bên ngoài",mình mua hàng mới mà sao tiki gởi hàng đã qua sử dụng tem bảo hành bị vỡ tem barcode bị mất hết một nửa hộp giấy thì bị rách cả bên trong lẫn bên ngoài,1,negative,negative
18704430,Cực kì hài lòng,"Hàng logitech nên chất lượng cao. Phím giả cơ nên gõ êm, hợp cho dân văn phòng, nơi hạn chế ồn ào. Mua ở đây giá tốt nhất tôi tìm được.",hàng logitech nên chất lượng cao phím giả cơ nên gõ êm hợp cho dân văn phòng nơi hạn chế ồn ào mua ở đây giá tốt nhất tôi tìm được,5,positive,positive
10678327,Cực kì hài lòng,"lần trước có mua của shop 1 con loại khác thấy rất ok, mỗi tội tay mình hơi to nên cầm hơi lọt tay, nay mua thử con này, lần này thì ok, vừa tay, chắc chắn, chuột không dây rất tiện dụng không bị vướng dây dợ loằng ngoằng mà vẫn rất nhạy, hình dáng chuột cũng đẹp, có điều chỉnh độ nhạy dpi, đúng nhu cầu, sẽ giới thiệu cho  bạn bè khi ai có nhu cầu",lần trước có mua của cửa hàng 1 con loại khác thấy rất ok mỗi tội tay mình hơi to nên cầm hơi lọt tay nay mua thử con này lần này thì ok vừa tay chắc chắn chuột không dây rất tiện dụng không bị vướng dây dợ loằng ngoằng mà vẫn rất nhạy hình dáng chuột cũng đẹp có điều chỉnh độ nhạy dpi đúng nhu cầu sẽ giới thiệu cho bạn bè khi ai có nhu cầu,5,positive,positive
2338722,Rất không hài lòng,"Khi cắm vào máy như bị virus vậy, liên tục mở tag help trên trình duyệt, máy trở nên chậm hơn (sử dụng trên win10)",khi cắm vào máy như bị virus vậy liên tục mở tag help trên trình duyệt máy trở nên chậm hơn sử dụng trên win10,1,negative,negative
19012353,Hài lòng,"Chất lượng tốt, tuy nhiên vừa đặt mua xong giá 803600đ thì giá chỉ còn 743600đ (không hài lòng).",chất lượng tốt tuy nhiên vừa đặt mua xong giá 803600đ thì giá chỉ còn 743600đ không hài lòng,4,positive,positive
11352254,Sản phẩm tốt,"Vì có việc cần thiết trong mùa dịch nên mình cần mua sản phẩm này nhanh chóng. Sản phẩm giao nhanh, đóng gói cẩn thận, bao bì + sản phẩm quy cách tốt. Mua rẻ hơn mua lẻ bên ngoài rất nhiều, tiết kiệm chi phí, thời gian.",vì có việc cần thiết trong mùa dịch nên mình cần mua sản phẩm này nhanh chóng sản phẩm giao nhanh đóng gói cẩn thận bao bì sản phẩm quy cách tốt mua rẻ hơn mua lẻ bên ngoài rất nhiều tiết kiệm chi phí thời gian,5,positive,positive
17731560,Cực kì hài lòng,"Trong tầm giá này thì rất ổn, xài khá nhạy, không delay nhiều",trong tầm giá này thì rất ổn xài khá nhạy không delay nhiều,5,positive,positive
13354138,Cực kì hài lòng,"hàng rất tốt, giao nhanh, chất lượng như hình, ngon bổ rẻ :))",hàng rất tốt giao nhanh chất lượng như hình ngon bổ rẻ,5,positive,positive
19305256,Cực kì hài lòng,Xài ổn. Nhưng mà lúc mua thấy có mấy vết trầy nhẹ.,xài ổn nhưng mà lúc mua thấy có mấy vết trầy nhẹ,5,positive,positive
4818731,Cực kì hài lòng,rất ổn so với giá chung trên thị trường,rất ổn so với giá chung trên thị trường,5,positive,positive
13411359,Bình thường,"thứ nhất tiki chuẩn bị hàng khá là lâu, thứ 2 phía bên vận chuyển thì nhanh nhưng nhân viên giao hàng kê vật nặng lên sản phẩm( ko hài lòng)
Cứ tưởng có keycap lá cờ Việt Nam nên mới đặt của shop.
Bàn phím hoạt động không lỗi lầm, tem mác chính hãng đầy đủ.",thứ nhất tiki chuẩn bị hàng khá là lâu thứ 2 phía bên vận chuyển thì nhanh nhưng nhân viên giao hàng kê vật nặng lên sản phẩm không hài lòng cứ tưởng có keycap lá cờ việt nam nên mới đặt của shop bàn phím hoạt động không lỗi lầm tem mác chính hãng đầy đủ,3,neutral,positive
12506821,Rất không hài lòng,"dây cáp èo uột, mỏng lét như cọng bún. Xài được vài ngày là chập chờn mất kết nối phải cắn ví bỏ tiền ra mua dây xịn. Chất lượng dạng này chỉ đáng để dùng sơ cua 1 vài ngày chứ không thể dùng lâu dài, xui thì mua về không có đường truyền. Đừng nên ham rẻ mà bỏ tiền mua. Đầu tư 1 chút để dùng lâu dài có khi còn rẻ hơn. Mua dây này về kiểu gì cũng phải mua dây loại tốt. Hình chụp so sánh dây mua về (dây nhỏ) và dây loại tốt mua ở gần nhà (dây lớn). Nhìn cũng đủ biết chất lượng khác nhau 1 trời 1 vực.",dây cáp èo uột mỏng lét như cọng bún xài được vài ngày là chập chờn mất kết nối phải cắn ví bỏ tiền ra mua dây xịn chất lượng dạng này chỉ đáng để dùng sơ cua 1 vài ngày chứ không thể dùng lâu dài xui thì mua về không có đường truyền đừng nên ham rẻ mà bỏ tiền mua đầu tư 1 chút để dùng lâu dài có khi còn rẻ hơn mua dây này về kiểu gì cũng phải mua dây loại tốt hình chụp so sánh dây mua về dây nhỏ và dây loại tốt mua ở gần nhà dây lớn nhìn cũng đủ biết chất lượng khác nhau 1 trời 1 vực,1,negative,negative
17700727,Cực kì hài lòng,"Gõ mượt , k bị lạch cạch chút nào . Nên mua nhé mn !",gõ mượt không bị lạch cạch chút nào nên mua nhé mọi người,5,positive,positive
19434582,Cực kì hài lòng,Đúng mẫu máy mình chọn.Giao hàng nhanh.Đóng gói rất cẩn thận .bảo hành 1 năm.💯💯💯💯💯💯💯💯🥰chuẩn chính hãng🫶🏻🥰 10đ không có nhưng❤️🥰,đúng mẫu máy mình chọn giao hàng nhanh đóng gói rất cẩn thận bảo hành 1 năm hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points smiling_face_with_hearts chuẩn chính hãng heart_hands_light_skin_tone smiling_face_with_hearts 10đ không có nhưng red_heart smiling_face_with_hearts,5,positive,positive
15980304,Cực kì hài lòng,hàng nghe tốt mình rất hài lòng ❤️,hàng nghe tốt mình rất hài lòng tích cực,5,positive,positive
19404233,Cực kì hài lòng,Mới sử dụng 4 ngày mà thích ghê luôn,mới sử dụng 4 ngày mà thích ghê luôn,5,positive,positive
6709294,Rất không hài lòng,dùng chưa đến 1 tuần đã hỏng 1 bên tai,dùng chưa đến 1 tuần đã hỏng 1 bên tai,1,negative,negative
15198094,Cực kì hài lòng,ok 👍,ok tích cực,5,positive,positive
19181103,Cực kì hài lòng,"Vận chuyển nhanh, đóng gói ổn, dây cao su chứ ko đc bọc dù, chuột khi chưa lắp tạ đã 121g cầm hơi nặng tay, lắp full tạ chắc chọi bể đầu quá :)))
Phần mềm Ghub kết nối chỉnh hơi rối 1 chút
Con lăn có thể nhấn nút chuyển đổi qua lăn vô cực dùng rất thích, áp mã giảm hết còn 777k quá hời hí hí",vận chuyển nhanh đóng gói ổn dây cao su chứ không được bọc dù chuột khi chưa lắp tạ đã 121g cầm hơi nặng tay lắp full tạ chắc chọi bể đầu quá phần mềm ghub kết nối chỉnh hơi rối 1 chút con lăn có thể nhấn nút chuyển đổi qua lăn vô cực dùng rất thích áp mã giảm hết còn 777k quá hời hí hí,5,positive,positive
19375623,Cực kì hài lòng,"TIKI,giao máy điện thoại itel s23 ,sử dụng rất tốt,máy ngoại hình đẹp,lần sau tôi sẽ giới thiệu bạn bè đặt mua các loại sản phẩm trên tiki nhiều hơn nhé",tiki giao máy điện thoại itel s23 sử dụng rất tốt máy ngoại hình đẹp lần sau tôi sẽ giới thiệu bạn bè đặt mua các loại sản phẩm trên tiki nhiều hơn nhé,5,positive,positive
14363890,Cực kì hài lòng,"Đồng hồ đẹp, dễ sử dụng, tiki giao hàng nhanh, shop hướng dẫn chu đáo, nhanh. Dễ cài đặt.",đồng hồ đẹp dễ sử dụng tiki giao hàng nhanh cửa hàng hướng dẫn chu đáo nhanh dễ cài đặt,5,positive,positive
17413803,Cực kì hài lòng,"Hàng thì rất ok. Nguyên seal, có tặng ốp lưng nên khỏi cần mua thêm. Nhưng mà giao hàng lâu quá, giao trễ 1 ngày so với lịch giao nữa.",hàng thì rất ok nguyên seal có tặng ốp lưng nên khỏi cần mua thêm nhưng mà giao hàng lâu quá giao trễ 1 ngày so với lịch giao nữa,5,positive,positive
11879940,Rất không hài lòng,"nhận hàng ngày 13/8 đến hôm nay đem ra sạc thì  mở máy lêb được 5p thì máy lại tắt nguồn, cho mình hỏi chính sách bảo hành hoặc đổi trả như thế nào ạ?",nhận hàng ngày 138 đến hôm nay đem ra sạc thì mở máy lêb được 5p thì máy lại tắt nguồn cho mình hỏi chính sách bảo hành hoặc đổi trả như thế nào ạ,1,negative,negative
11291434,Không hài lòng,Dây đen đi kèm đồng hồ bị đứt ngầm. May nhà có bộ dây backup mới phát hiện ra chứ ko còn loay hoay mãi. Shop thu lại dây đổi cho cái.,dây đen đi kèm đồng hồ bị đứt ngầm may nhà có bộ dây backup mới phát hiện ra chứ không còn loay hoay mãi cửa hàng thu lại dây đổi cho cái,2,negative,negative
6416310,Không hài lòng,chất lượng chuột không như ý. mọi người chọn sản phẩm khác nếu muốn chơi game.,chất lượng chuột không như ý mọi người chọn sản phẩm khác nếu muốn chơi game,2,negative,negative
13871031,Cực kì hài lòng,"sản phẩm ban đầu ok,để dùng thêm thời gian mới có thể biết chất lượng.sale còn 11tr4 cx đáng",sản phẩm ban đầu ok để dùng thêm thời gian mới có thể biết chất lượng sale còn 11tr4 cũng đáng,5,positive,positive
16412250,Hài lòng,thấy ok mà k biết có bền k nữa,thấy ok mà không biết có bền không nữa,4,positive,positive
18821417,Cực kì hài lòng,"Thái độ phục vụ, hỗ trợ và chăm sóc khách hàng rất tốt. Tương tác tích cực và hỗ trợ giải quyết vấn đề kịp thời. Hài lòng.",thái độ phục vụ hỗ trợ và chăm sóc khách hàng rất tốt tương tác tích cực và hỗ trợ giải quyết vấn đề kịp thời hài lòng,5,positive,positive
15414835,Hài lòng,"Tôi dừng rất thích, cảm ơn các anh nhiều mặc dù các anh đã giao hơi muộn nhưng không sao và sản phẩm tôi đã thấy rất tốt",tôi dừng rất thích cảm ơn các anh nhiều mặc dù các anh đã giao hơi muộn nhưng không sao và sản phẩm tôi đã thấy rất tốt,4,positive,positive
17113995,Cực kì hài lòng,"Sản phẩm tốt, xin. Nhưng nếu ai thích âm bass thì ko nên mua loại này.",sản phẩm tốt xin nhưng nếu ai thích âm bass thì không nên mua loại này,5,positive,positive
18282153,Rất không hài lòng,"Mẫu mã nhìn khác so với mình đã mua ở nơi khác. Có vẻ là hàng ko chính hãng, toàn bằng nhựa hết.",mẫu mã nhìn khác so với mình đã mua ở nơi khác có vẻ là hàng không chính hãng toàn bằng nhựa hết,1,negative,negative
9688494,Cực kì hài lòng,"Rất hài lòng với sản phẩm này. 
Tuy bàn phím là dòng đời cũ của E-Dra nhưng nó vừa đủ đáp ứng được nhu cầu của người sử dụng.",rất hài lòng với sản phẩm này tuy bàn phím là dòng đời cũ của e dra nhưng nó vừa đủ đáp ứng được nhu cầu của người sử dụng,5,positive,positive
19843271,Cực kì hài lòng,Mực chiên giòn chấm nước chấm hải sản và một lon bia xong một buổi chiều,mực chiên giòn chấm nước chấm hải sản và một lon bia xong một buổi chiều,5,positive,positive
6405113,Rất không hài lòng,Bàn phím lỗi gõ loạn phím,bàn phím lỗi gõ loạn phím,1,negative,negative
16646997,Cực kì hài lòng,Bị nhầm màu nhưng shop rất nhiệt tình và trách nhiệm.sản phẩm khá ưng.,bị nhầm màu nhưng cửa hàng rất nhiệt tình và trách nhiệm sản phẩm khá ưng,5,positive,positive
19059924,Hài lòng,"Cũng ok, dây tai trái phải lệch quá. Âm thanh thì ok",cũng ok dây tai trái phải lệch quá âm thanh thì ok,4,positive,positive
9008390,Cực kì hài lòng,"Đồng hồ đẹp lắm, con gái mình thích lắm, cảm ơn shop nhé, đồng hồ như mô tả, mình mới dùng chất lượng thấy ôke, còn sau này chưa biết được thế nào, nhưng vẫn tặng shop 5 sao, mong shop luôn mang lại dịch vụ tốt và chất lượng sản phẩm tốt đến với người tiêu dùng, cảm ơn",đồng hồ đẹp lắm con gái mình thích lắm cảm ơn cửa hàng nhé đồng hồ như mô tả mình mới dùng chất lượng thấy ôke còn sau này chưa biết được thế nào nhưng vẫn tặng cửa hàng 5 sao mong cửa hàng luôn mang lại dịch vụ tốt và chất lượng sản phẩm tốt đến với người tiêu dùng cảm ơn,5,positive,positive
19836259,Cực kì hài lòng,"Hàng đúng mô tả, giao nhanh",hàng đúng mô tả giao nhanh,5,positive,positive
3598586,"Bàn phím tệ giao hàng hộp móp méo , lỗi nút Ctrl .","Với tầm giá này mình không đòi hỏi nhiều , nhưng tệ nhất là phím ctrl bị lún sâu nhấn ko nảy nhưng khi tháo ra thì thôi đã bị sửa lại 2 phím Ctrl và phím Space . Làm mình mất công tháo nút nảy ở phím khác sang . Đánh giá 1 sao , AI mua hàng nên xem xét lại nhé",với tầm giá này mình không đòi hỏi nhiều nhưng tệ nhất là phím ctrl bị lún sâu nhấn không nảy nhưng khi tháo ra thì thôi đã bị sửa lại 2 phím ctrl và phím space làm mình mất công tháo nút nảy ở phím khác sang đánh giá 1 sao ai mua hàng nên xem xét lại nhé,1,negative,negative
4970768,Hài lòng,"pin sử dụng dc 1 đến 2 ngày, định vị hơi lệch,  lỗi đọc dấu?
còn lại ok",pin sử dụng được 1 đến 2 ngày định vị hơi lệch lỗi đọc dấu còn lại ok,4,positive,positive
8994015,Cực kì hài lòng,Giao đến TP HCM  mất 5 ngày. Hàng khá ok nha shop,giao đến tp hcm mất 5 ngày hàng khá ok nha cửa hàng,5,positive,positive
